"longitude","latitude","id_cells","period","sampling_effort","periods"
-69.593506,43.821156,1846,"present",2,2
-69.592491,44.227024,1889,"present",2,2
-69.55117,43.999718,1846,"present",13,2
-69.51155,43.894707,1846,"present",2,2
-69.50204,43.84154,1846,"present",1,2
-69.502037,43.841541,1846,"present",2,2
-69.445717,44.380726,1889,"present",4,2
-69.365997,44.114632,1889,"present",2,2
-69.356636,44.121105,1889,"present",1,2
-69.34307,44.606678,1932,"present",1,2
-69.31158,44.394394,1889,"present",2,2
-69.311577,44.394394,1889,"present",8,2
-69.236923,44.223492,1889,"present",1,2
-69.177101,44.685501,1932,"present",2,2
-69.1771,44.6855,1932,"present",2,2
-69.132668,44.124214,1890,"present",1,2
-69.12118,44.35643,1889,"present",2,2
-69.11971,44.116875,1890,"present",1,2
-69.0923,44.2372700000001,1890,"present",2,2
-69.091209,44.238724,1890,"present",1,2
-69.08005,44.23413,1890,"present",1,2
-69.066948,44.215588,1890,"present",2,2
-69.0647,44.2114,1890,"present",2,2
-69.06455,44.211617,1890,"present",1,2
-69.0511537,44.7975688,1932,"past",1,1
-69.04138,44.3133,1890,"present",1,2
-69.01954,44.264156,1890,"present",1,2
-69.005341,44.419659,1890,"present",2,2
-69.003532,44.417877,1890,"present",1,2
-68.984886,44.387745,1890,"present",1,2
-68.977654,44.427475,1890,"present",2,2
-68.799,44.38886,1890,"past",1,1
-68.7989582,44.3888609,1890,"past",3,1
-68.78829,44.931046,1933,"present",1,2
-68.779884,44.945835,1933,"present",2,2
-68.77875,44.582516,1933,"present",1,2
-68.777817,44.801182,1933,"present",1,2
-68.727715,44.738373,1933,"present",3,2
-68.724075,44.39973,1890,"present",1,2
-68.724075,44.399731,1890,"present",1,2
-68.72396,44.892937,1933,"present",2,2
-68.698929,44.846272,1933,"present",2,2
-68.611954,44.702324,1933,"present",1,2
-68.591362,44.6872899999999,1933,"present",1,2
-68.59136,44.6872899999999,1933,"present",1,2
-68.52434,44.65893,1933,"present",1,2
-68.36427,44.376945,1934,"present",1,2
-68.35107,44.50801,1933,"present",1,2
-68.2579,44.370987,1934,"present",2,2
-68.20625,44.36505,1934,"present",2,2
-68.106331,44.418877,1934,"present",1,2
-68.10633,44.418877,1934,"present",2,2
-68.019897,44.395542,1934,"present",1,2
-67.982468,44.438301,1934,"present",4,2
-67.9652562,44.5107169,1934,"past",32,1
-67.896492,44.639866,1934,"present",2,2
-67.422913,44.999458,1977,"present",1,2
-67.42291,44.99946,1977,"present",2,2
-67.0749,44.97476,1978,"past",1,1
-67.0748806,44.974757,1978,"past",5,1
-67.04445,44.95844,1978,"present",1,2
